id,body,y,dataset
56,"Obama: new tax rule will fight corruption, help economy

U.S. President Barack Obama said on Friday a long-delayed rule requiring the financial industry to identify the real owners of companies will help fight corruption and tax evasion and boost the economy.

His administration on Friday issued the Customer Due Diligence rule in the works since 2012 and proposed legislation meant to stop prevent criminals from using shell companies to evade taxes, launder money, and finance terror.

""These actions are going to make a difference,"" Obama told reporters. He said they would help the administration to do a better job of tracking financial flows and making sure companies are ""paying the taxes they owe rather than using shell corporations and offshore accounts to avoid doing the things that ordinary Americans are doing every day.""

Obama also called on Congress to pass legislation that requires all companies formed in the United States to report information to the financial crimes enforcement network at the Treasury Department.

""That's going to help law enforcement better investigate and prevent financial crimes,"" Obama told reporters.

Obama also urged Congress to raise the federal minimum wage, pass new trade agreements, and simplify the tax code.

""Only Congress can fully close the loopholes"" that wealthy individuals or corporations can take advantage of, Obama said.

He singled out Senator Rand Paul, a Republican and libertarian, who in years past has single-handedly blocked tax treaties or treaty updates between the United States and Spain, Japan, Britain, and other countries. Paul has been ""a little quirky on this issue,"" Obama said, and urged him ""to stop blocking the implementation of tax treaties.""

Paul's office did not immediately comment.",high,test
57,"Chinese shares suffer sharp losses

The Shanghai Composite fell 2.8%, depressed by falling shares in Chinese coal and steel companies.

Weak commodity prices hit shares including Shaanxi Coal, down 6% and Wuhan Iron & Steel, down almost 5%.

The fall in mainland shares hit Hong Kong's market. The Hang Seng index fell 1.7% - the fifth consecutive session of losses.

Investors were also cautious before a closely-watched report on the US labour market due later on Friday.

In Japan the Nikkei 225 index closed down 0.3% following a three-day national holiday.

Shares in troubled airbag maker Takata tumbled 8.6% after US regulators ordered it to expand recalls of faulty airbags.

In Australia shares recovered from early losses, the S&P ASX 200 closed 0.25% higher at 5,292.

Macquarie closed 0.3% lower after the lender posted a record annual net profit of A$2.06bn ($1.54bn) for the year to the end of March.

Macquarie said the earnings growth was driven by its wealth management and retail banking operations.

Markets in South Korea are shut for a long weekend and trading there will resume on Monday.",high,test
58,"Last-Minute Mother's Day Gift Idea: A 3-D Replica of Yourself

Nothing says ""I love you"" like a life-size 3-D model of yourself. But if Mother's Day passes on Sunday without a $30,000 version of your likeness arriving at her door, fear not: Perhaps it's a good idea for Father's Day.

Just kidding. But not really.

A company in Alabama was offering to make an actual, life-size replica of a person, thanks to an enormous 3-D printer, for the cool price of $30,000. That is not, however, their normal business strategy.

""We do more of industrial things,"" said Renato Gross, the president of SWIGRO, the company offering the deal.

Mr. Gross said he was approached by Groupon about the idea, which has generated a desirable amount of attention.

""It has been all over the news,"" Mr. Gross said.

But that does not mean it's a prank. Mr. Gross said the company is capable of printing a person-sized model with a ""great level of detail.""

A full scan of the person's body would be necessary -- the Groupon offer included travel and lodging -- and creating the final product would take about a week, Mr. Gross said.

""We're always looking for unique, bespoke experiences that we can offer exclusively for Groupon customers,"" Bill Roberts, vice president of global communications for Groupon, said in an email.

Last year, the company offered a surrogate son (""also completely legit,"" Mr. Roberts said) that promised ""16 hours of enthusiastic obedience"" and doting on your mother for the holiday.

But what mothers want the most, according to a survey of about 4,500 women by Influenster, a product discovery website, are gifts that pamper them. And the idea that homemade creations are cherished may not be true.

""D.I.Y. gifts weren't really rated that highly,"" said Elizabeth Scherle, the president and co-founder of Influenster.

Flowers weren't rated highly either, but plenty of people were still planning to send them, based on a survey by the National Retail Federation.

Influenster also found that, at least among young mothers, the person they most wanted gifts from was their spouse.

Good luck out there.",high,test
59,"No, going on a diet doesn't make people ""hangry""

If you think of dieting as a long, painful process, new research may change your mind: In one study, researchers found that people who cut calories slept better, were in a better mood and had better sex lives.

For people who were a normal weight or overweight (but not obese), reducing daily calorie intake by 25 percent led to an improved quality of life, found the study, published in JAMA Internal Medicine.

And yes, it also led to weight loss.

""We found that normal-weight and mildly overweight people who wish to lose weight need not worry about decreased quality of life,"" said Corby Martin, the director of the Ingestive Behavior Laboratory at the Pennington Biomedical Research Center in Louisiana and the lead author on the study. Rather, ""they can actually expect to feel better,"" he said.

In the study, the researchers wanted to see if dieting really deserved the bad rap it often gets for making people grumpy and ""hangry.""

Researchers have hypothesized that calorie restriction ""might negatively affect mood, stamina and libido, and increase irritability, particularly among normal-weight people,"" Martin said, adding that few studies have tested this hypothesis.

The researchers looked at 220 people with body mass index scores ranging from 22 (which is considered normal) to 28 (which is considered overweight). The participants were divided in two, with 145 in a calorie-restricted group and 75 in a control group.

Individuals assigned to the calorie-restricted group met with a health coach who helped them follow a lower-calorie diet. (The individuals were each advised to cut their daily calorie intake by about 25 percent.) They were also provided with food for the first few weeks so they could learn how to follow the diet, control their portion sizes and eat foods that were nutritious and filling. The control group received no dietary advice.

Throughout the two-year study period, the participants were asked to fill out questionnaires about their mood, quality of life, sexual function and sleep, Martin said.

The researchers found that the individuals in the calorie-restricted group reported improved mood and sexual drive, reduced tension and improved general health over the course of the study. In addition, the calorie-restricted group lost an average of about 17 pounds by the end of the study period, compared with almost no weight change in the control group.

The researchers also found that cutting calories did not have a negative impact on sleep; rather, people in the control group reported that their sleep quality decreased over the course of the study.

The benefits of calorie restriction were similar throughout the study, Martin said. While it is true that people feel hungry when they start eating fewer calories, ""other studies have shown that dieting can improve quality of life fairly quickly,"" he said.",high,test
60,"The best thing in life is actually a cup of tea, says Conan

Crushing your enemies before you and hearing the lamentations of their women isn't as good as a nice cup of tea, Conan the Barbarian has admitted.

The corsair and reaver, who hails from ancient Cimmeria, made the observation when asked to name the best thing in life whilst sitting with a band of ruffians feasting on the spoils of a ravaged kingdom.

As night crept across the plains of gods-bereft Shadizar, Conan talked of what how he came to seek what he called the riddle of scalding the pot and then letting the leaves infuse properly.

When asked to display his skills with his blade of steel, forged by has father and wrested from the dead hand of Thulsa Doom, Conan explained that English Breakfast is probably the perfect blend of smoothness and flavour.

Earl Grey is an abomination, he added, and he told of the time long past when he threw down the tower of mad sorceror Hissar Zul because he offered Lady Grey with two spoons of Rose sugar in it.

The plunder of ancient temples is all very well, he told his rapt audience. It pays the bills and there's a pretty good living in it, plus the love of Valeria is nice.

But it's nothing compared to a mug or two of brown joy to wind down after a stressful day.

""A nice cup of tea. Yes"", he said.

""That is what I would like.

""I suppose I'm going to have to make it myself, aren't I?""",low,test
61,"Fiat Chrysler CEO says new Ram pickup to begin sales by January 2018

Fiat Chrysler Automobiles Chief Executive Officer Sergio Marchionne said the company's next-generation Ram pickup truck will go on sale by January 2018.

Speaking to reporters at the FCA plant in Windsor, Ontario, Marchionne also said the company will cease production of the Chrysler 200 midsize sedan by the end of this year or the beginning of 2017. Previously he had said the company would stop making the light-selling sedan, but not when the company would stop making it.

Marchionne said FCA continues to look for a manufacturing partner to continue to build the Chrysler 200 as well as the compact Dodge Dart sedan.",high,test
62,"Israel and Hamas using ""rocket language"" again in new escalation

In the worst fighting in almost two years between Israel and Gaza Strip militants, repeated salvos of Palestinian mortar fire were met Friday by Israeli airstrikes deep in the coastal enclave as an escalation between the two sides reached a third worrisome day.

Both Israel and Hamas, the Palestinian Islamist militant movement, have said they want to maintain an Egyptian-brokered truce that ended 50 days of war in the summer of 2014 -- an inconclusive fight that claimed the lives of 71 Israelis, mostly soldiers, and more than 2,100 Palestinians, including some 500 children and 250 women.

As each day passes, anxieties grow that a deadly rocket from Gaza or a devastating strike by Israel could set the stage for a fourth war between the belligerents.

The current round of fighting in Gaza began this week when Israeli troops entered the enclave and began to destroy offensive tunnels dug by Hamas along the Israeli periphery.

Hamas leader Ismail Haniyeh said Friday that his Gaza government does not want war but will fight Israeli incursions into the territory. Haniyeh said the Israeli troops penetrated a few hundred yards into a Gaza buffer zone in multiple locations.

Using information that Israeli intelligence officers say they gleaned from a Hamas operative arrested last month, Israeli sappers and engineers, protected by ground troops and tanks, have been searching the border perimeter for attack tunnels since Tuesday.

Israeli Defense Minister Moshe Yaalon said that his troops will not be deterred by Hamas threats and will continue their search ""until we find and expose every last tunnel.""

The back-and-forth comes as Prime Minister Benjamin Netanyahu faces a damning report by the state comptroller over his prosecution of the 2014 war with Hamas. The prime minister's office said the report was political.

While Israeli troops have repeatedly ventured into the Gaza buffer zone over the past two years, their presence now has spurred them to action.

""The peace and quiet of the last two years has been a mirage, as both sides have spent the time preparing for the next war, when they should have spent the time securing a more lasting peace,"" said Daniel Nisman, a security analyst for the Levantine Group.

The Israelis have to destroy tunnels that threaten them, and Hamas must respond when Israeli forces enter the strip, he said. Analysts call the Hamas mortar fire and Israeli airstrikes ""rocket language"" -- meaning that it's how Hamas, branded a terrorist group, and Israel talk to each other.

""Hamas can't look gutless,"" Nisman said. ""They're a resistance movement. That's their whole point.""

Over the past three days, Israel says, Hamas has launched 12 salvos of mortar rounds against its forces operating along the perimeter fence. No Israeli soldiers or civilians have been hurt.

Gaza militias allied with Hamas, such as Islamic Jihad, are also alleged to have fired mortars, and their infrastructure -- including a watchtower near the Gaza fence -- has been hit by Israeli counterattacks.

Israel has responded to the harassing mortar fire with tank fire and F-16 airstrikes against multiple targets.

On Thursday, an Israeli missile killed a 53-year-old woman, Zeina al-Amour, in an attack near Khan Younis, according to the Palestinian Health Ministry. She was working on her farm when the missile struck, the Palestinians said. Israeli military spokesmen had no comment on the death.

The military wing of Hamas said two tunnels that Israeli forces found over the past three weeks were old excavations used during the 2014 war. Hamas said the Israeli government was looking for ""false victories"" and spreading lies to improve its image at home and abroad.

The Israel military says the tunnels were newly dug and designed for assault.

""Hamas's diabolical plan to infiltrate into Israeli communities must be stopped,"" said Lt. Col. Peter Lerner, an Israeli military spokesman.",high,test
63,"In Narcisse, Around 75,000 Snakes Are Waking Up From a Nap

A slithering carpet of 75,000 snakes in a space the size of a living room. It's hard to imagine wanting to get close to such a scene, but every year it happens, and visitors from around the world attend the unusual reptilian display in the remote hamlet of Narcisse in Manitoba, Canada.

The peak of the ""emergence,"" as the province's website calls the unusual event, is expected this weekend. Over the past week and a half, guests to the wildlife area have had hints of what's to come. Thousands of red-sided garter snakes have gradually awakened from an eight-month nap in their subterranean limestone lairs. They tumble about the craggy landscape in tangled knots with a singular focus: reproduction.

Over the winter, snakes seek shelter from below-freezing temperatures in limestone caverns in Manitoba's Interlake region. They survive on stored fat, and when the weather gets warm, as it is now, they surface.

""When they wake up literally after eight months underground, I don't know about you, but I'd want to get a Big Mac or a meal,"" said Bob Mason, a reproductive biologist at Oregon State University who studies these snakes. But the first thing on the snake's agenda is sex.

The males pour out of the dens first and wait for the females to slowly trickle out over the course of a few weeks.

""Once she gets up off the floor, she's sort of swarmed by all of them,"" said Doug Collicutt, a local biologist.

In this sea of snakes, a female isn't easy to find, even though she's three to four times bigger. At times, the ratio of males to females is 10,000 to 1. ""Imagine trying to find a slightly bigger piece of spaghetti in a colander of spaghetti, and it's moving,"" Dr. Mason said. So the snakes use scent.

A female secretes pheromones from her skin, luring dozens to hundreds of males that try to court her by rubbing their chins along her back and flicking their tongues. She ultimately decides when she is ready to mate by a mysterious mechanism called cryptic female choice.

The closest male wins and leaves a stinky plug inside her that tells others to back off. She can wait a couple days for the plug to dissolve and mate with another snake, or she can slither off into the swamps to feed and give live birth to her babies in August. (In case you're wondering, the female can store sperm until she's healthy enough to reproduce, said Dr. Mason, who documented a female snake who gave birth seven years after mating.)

By June, there are no snakes at the dens, but they all return in September -- except the babies. Of the 250,000 snakes born each summer, not one can be found in the den that fall. For centuries, some thought they stuck out the winter in giant ant hills, but Dr. Mason believes the creatures freeze and come back to life like wood frogs. He has no evidence, but said he hoped to prove himself right before he retires.",high,test
64,"How forest management helps lay the conditions for wildfires

As flames rip through Alberta, we look at how putting out small fires can help to fuel increasingly catastrophic events as our climate gets hotter and drier

By dousing small, regular fires, forest managers are creating the conditions for cataclysmic events, scientists have said.

Fires in temperate forests are generally increasing in size and area. This is partly because of climate change. Fire seasons in many parts of the world are getting longer and drier.

But equally important in the temperate forests of Australia, North America and the Mediterranean is the way in which we manage fire and forests, said the University of Michigan's Paige Fischer.

These woodlands have evolved to burn lightly and consistently. In British Colombia, the trees tell the story. Blackened rings in their cores show the trees have been singed every 10 to 40 years. Then around the end of the 19th century, with the spread of human settlement and active suppression of fires, the burning stops.

""For most of the last 100 years the main method of fire management has been suppression. This has been effective at reducing fire in many regions,"" said US Department of Agriculture senior scientist, Tom Spies.

In temperate forests where fire has been quashed, the understory grows thick and tall. Flames that are usually restricted to the ground, use that vegetation as a bridge to jump into the flammable treetops. When this occurs, the amount of available fuel increases exponentially. Add in a climate with greater extremes of heat and drought and you have the recipe for a firestorm.

Globally ""countless billions"" are spent stopping forests from burning, according to a recent report. In Canada, where fires are currently ripping through Alberta's boreal forests causing the evacuation of the town of Fort McMurray, the annual costs range between $0.39bn and $0.78bn. In the US, appropriations for firefighting rose from $0.6bn to $3bn between 1995 and 2014 and the budget is consistently blown.

""It's clear that fires are now completely defying our control, no matter how much investment we make in our fire fighting capacity,"" said Fischer. She says a ""huge short term investment"" in fuel reduction is necessary for a long-term gain to stabilise the forests.

At its root, the problem is sociological. Generally people do not like fire of any kind. Controlled fuel reduction burns are unpopular because they create smoke pollution and pose a risk if they escape. Allowing fires to burn naturally is similarly unacceptable. Even in remote areas, some resource managers believe burning good wood represents a waste. The result is that fire, as integral to the forest's life cycle as rainfall, is chased from the woods and the fuel builds up.

""We may have been lulled into a false sense of our ability to control nature during the mid 20th century when climate was cooler and less prone to drought,"" said Spies. ""The other big difference between the 1940s and today is that there are many more people who have settled in fire-prone environments. Fire is returning to many landscapes and increasing - humans are now more likely to be in the way.""

David Bowman, a fire scientist at the University of Tasmania, said: ""Globally we have been feeding the monster and now the monster is feeding itself. Slaying this monster will be difficult.""

""Many communities are blissfully unaware of the existential risk they face from wildfire, erroneously believing fire is an improbable once-in-a-lifetime event,"" Bowman said in a recent op-ed. Mechanical thinning of the understory around homes is now being conducted in Canada, and Bowman called on Australian fire services to similarly stop water bombing and start trimming.

The Australian National University's David Lindenmayer said that indiscriminate fuel reduction burns have ""little or no effect on protecting property assets"" but can impact on biodiversity. ""Our property loss research shows that it should be done close to houses and frequently,"" he said.

The current fires in Alberta are unlikely to have been exacerbated by suppression, said Spies. Boreal forests differ from the temperate forests further south in that they have a longer fire cycle, lots of fuel and tend to burn intensely. But their occurrence in the normally wet month of May is highly unusual and ""consistent with what we expect from human-caused climate change"", according to a local scientist.",high,test
65,"Traders on edge as Staples-Office Depot deal decision looms

Options traders are bracing for wild gyrations in the shares of Staples Inc and Office Depot Inc as the companies await a ruling that could scuttle their pending merger.

Staples, the largest U.S. office supplies retailer, agreed to buy the second-biggest player, Office Depot, in a $6.3 billion deal in February of 2015, but the U.S. Federal Trade Commission, which regulates competition, sued in December to block the merger.

The U.S. District Court for the District of Columbia is expected to decide next week whether to grant the FTC's request for a preliminary injunction to block the transaction until an administrative judge can review it.

A decision is expected by May 10, Office Depot Chief Executive Roland Smith said last week.

An injunction could kill the deal since protracted litigation makes it difficult to hold a merger together.

Options traders have pumped up expectations for a large near-term move in the shares.

""Volatility has increased substantially over the last week, but there is no clear indication on which way the ""smart money' is leaning,"" said Jim Smith, options strategist at OTR Global.

The 30-day implied volatility readings for both companies, a gauge of the risk of a big move in the shares, are at multi-year highs.

Based on options prices, Staples shares could swing by about 18 percent in either direction by May 20. The implied move for Office Depot shares is about twice that much.

On Friday, options on both companies were changing hands at a faster pace than normal.

Office Depot calls, typically used for making bullish bets, were particularly active with 48,000 contracts traded, about twice the average daily volume.

These, however, may not be outright bullish bets, said Fred Ruffy, analyst at options analytics firm Trade Alert.

""I think some of these are institutional people positioning to play this as part of a risk arbitrage if the deal moves forward,"" he said.

Risk arbitrage is a speculative strategy that attempts to generate profits by buying the stock of the target company, and possibly selling short the acquirer's stock. Hedge funds often employ options as a low-risk alternative to the outright purchase or sale of shares.

Staples shares have fallen about 38 percent over the last year, and on Friday, were nearly flat at $10.19. Office Depot shares, down about 33 percent for the past year, were up 2 percent on Friday to $6.06.",high,test
66,"Brazil scientists seek to unravel mystery of Zika twins

Scientists struggling to unravel the mysteries of a Zika epidemic in Brazil hope they can learn from cases of women giving birth to twins in which only one child is afflicted by the microcephaly birth defect associated with the virus.

Jaqueline Jessica Silva de Oliveira hoped doctors were wrong when a routine ultrasound showed that one of her unborn twins would be born with the condition, marked by stunted head size and developmental issues.

""When I found out one of them had microcephaly, the ground fell out from beneath me,"" the 25-year-old said as she sat on the sofa of her home in the city of Santos. ""You always hope that they will be born well, thinking that it could be a mistake by the doctor or in the ultrasound.""

Her son Lucas, who she holds in her arms, was born healthy in November. His twin sister Laura, whose head is visibly much smaller, requires regular treatment by a team of neurologists and physiotherapists in nearby Sao Paulo.

With two young children already, Oliveira - who suffered the symptoms of Zika early in pregnancy - knew that life would be difficult with a child with developmental problems. Her husband, the family's only breadwinner, brings home just over 2,000 reais ($566) a month.

""I thank God for giving her to me... I would never abandon her,"" Oliveira said, adding she had never questioned why only one child was born with microcephaly. ""The doctors want to study them so they can see what protected Lucas in case it can help other children.""

Clues To Nature of Disease

Cases of only one twin developing a disease, such as rheumatoid arthritis or diabetes, have been widely documented. Medical research has focused on the interaction between the environment and genetic issues.

Lucas and Laura are one of five cases of Zika twins scientists are studying in Sao Paulo.

Similar cases of newborn twins - one with and one without microcephaly - caught the attention of doctors last year in northeastern Brazil, where the mosquito-borne Zika was detected for the first time in the Americas. The divergence in twins was one reason why researchers began to suspect the presence of a new disease.

Brazil has since registered nearly 5,000 confirmed and suspected cases of microcephaly associated with Zika, according to the Health Ministry. The outbreak, and its impact on pregnant women, has cast a shadow over the upcoming summer Olympics in Rio de Janeiro on August.

The Zika outbreak is affecting large parts of Latin America and the Caribbean, with Brazil the hardest hit so far. It is likely to spread to all countries in the Americas except for Canada and Chile, the World Health Organization has said.

Last month, the U.S. Center for Disease Control and Prevention officially confirmed that infection with Zika in pregnant women is a cause of microcephaly and other severe brain abnormalities in babies.

A team from Sao Paulo University studying the five cases believes they may hold clues to the nature of the disease itself and hope to have results from their investigation in a year's time.

""The importance of these twins... is that they could give us some very important answers,"" said Mayana Zatz, director of the Human Genome Research Center at the university.

""How can we explain that one of the twins was not affected: did they have a gene that protected them? Do they have a different genome that disposes them to the infection or not?""

Recent studies have shown evidence of Zika in amniotic fluid, placenta and fetal brain tissue. Zatz said the placenta of one twin may be permeable to Zika, while the other may not, barring the virus from attacking the fetus.

Another possibility is that the virus penetrates both placentas but that the neurons of one baby are resistant, while the other's are not.

""The third possibility that we want to investigate is that certain genes predispose the child to microcephaly, and they are altered by the presence of the Zika virus,"" Zatz said, noting that around 15 genes are believed to govern microcephaly.",high,test
67,"Donald Trump Seeks Republican Unity but Finds Rejection

Donald J. Trump's moment of triumph this week quickly gave way to a trying and even humiliating test of his standing as a Republican leader, as a phalanx of the party's most respected figures shunned the man anointed as their presumptive presidential nominee.

Hoping for a moment of party unity, Mr. Trump had scarcely declared victory in Indiana when the cascade of rejection began, starting with the announcement by George Bush and his son George W. Bush, the only former Republican presidents still living, that they would not back his candidacy. And on Thursday night, Mitt Romney, the party's 2012 nominee, said he intended to hold to his earlier pledge not to vote for Mr. Trump, according to an audio recording of his remarks. Mr. Romney said at a private speech in Washington that he was ""dismayed"" by the state of the campaign. ""I wish we had better choices,"" Mr. Romney said. ""I keep hoping that things will somehow get better.""

Mr. Romney's remarks came just hours after House Speaker Paul D. Ryan, the nation's highest-ranking Republican elected official, delivered an embarrassing blow to Mr. Trump, declaring that he had not yet proven himself worthy of an endorsement. In Washington, the announcement was seen as giving members of Congress a free hand to deal with Mr. Trump, without pressure from the speaker to rally around him.

Mr. Ryan's office announced Friday afternoon that it had issued an invitation to Mr. Trump to meet next Thursday in Washington with House Republican leaders ""to begin a discussion about the kind of Republican principles and ideas that can win the support of the American people this November.""

In a Fox News interview Friday morning, Mr. Trump said he had been unsettled by Mr. Ryan's rebuke.

""I was really surprised,"" Mr. Trump said. ""By the way, many other people were surprised by it, and some were really surprised by it, and not happy about it.""

In a separate interview, a Trump campaign spokeswoman, Katrina Pierson, said on CNN that Mr. Ryan should not remain as speaker unless he supported Mr. Trump.

The eruption of hostilities comes at a perilous moment for Mr. Trump, as he seeks to turn toward the general election and woo a larger audience of voters, while taking control of the Republican Party's political apparatus and fund-raising machinery.

Mr. Trump, who won the nomination largely on a message of immigration restriction and cracking down on foreign trade, enters the race against Hillary Clinton, the presumptive nominee for the Democratic Party, as a deeply unpopular figure, distrusted especially by women and college graduates, and Hispanic and black voters.

Still, he has collected important endorsements across the Republican ranks, including one from the Senate majority leader, Mitch McConnell, of Kentucky, and from Reince Priebus, the Republican National Committee chairman who hastened on Tuesday evening to declare Mr. Trump the party's presumptive nominee.

But many of the leaders now turning their back on him are among those most trusted by Republican donors, as well as by right-of-center voters most at risk of bolting the party in the fall campaign.

The lurch away from Mr. Trump exposed unsightly divisions in the highest levels of the party: A spokesman for the Republican National Committee acknowledged on CNN on Thursday that Mr. Priebus, who has been advocating strenuously for party unity, had not been aware of Mr. Ryan's plans to announce he was withholding his endorsement.

Mary Matalin, a veteran strategist for Republican presidential campaigns, said it was simply too soon to call for the party to fall in line.

Such a demand, she said in an email, would be ""ridiculously premature, given the discontent among party regulars and conservatives in particular.""

Ms. Matalin said in a television interview on Thursday that she was changing her voter registration to the Libertarian Party, wrote in an email that it was because of her concern about Republicans' abandoning small-government ""liberty principles.""

Republicans say that party officials, including Mr. Ryan, may come around to Mr. Trump as the campaign proceeds. Mr. Trump's unexpectedly swift success in the primaries startled Republicans who expected the race to drag on for at least another month, and perhaps until the July nominating convention in Cleveland.

Mr. Trump now faces abrupt and extraordinary pressure to adapt his political message for a wider electorate, and to begin assembling the political infrastructure required for a general election.

Having financed his primary campaign in part out of his personal fortune, Mr. Trump said this week that he would rely on conventional political donors for the general election. On Thursday, Mr. Trump named a finance chairman, Steven Mnuchin, to head up his campaign's fund-raising, and a few of the most prolific donors on the right have seemed to warm to him.

Sheldon G. Adelson, the billionaire casino owner who is a major benefactor of the party, said at an event in Manhattan on Thursday that he would support Mr. Trump. Gov. Pete Ricketts of Nebraska, whose family financed millions of dollars' worth of ads attacking Mr. Trump in the primaries, has committed to aiding his campaign.

But division reigned across most of the Republican ranks, as Mr. Trump failed to secure uniform backing from the party's leaders in government. Two senators, Ben Sasse of Nebraska and Jeff Flake of Arizona, have pointedly declined to endorse him in the general election, and Mr. Sasse has called for a third-party campaign against Mr. Trump.

Several Republican governors have indicated that they will not endorse Mr. Trump, including Charlie Baker of Massachusetts and, an aide confirmed, Bruce Rauner of Illinois. Mr. Rauner's decision not to back Mr. Trump was first reported by The Chicago Tribune.

And Gov. Susana Martinez of New Mexico, chairwoman of the Republican Governors Association, issued a noncommittal statement on Mr. Trump, saying that she would not vote for Hillary Clinton but that she needed to hear more specifics from Mr. Trump on policy.

A longer list of Washington lawmakers, including Senators Richard M. Burr of North Carolina and Kelly Ayotte of New Hampshire, have committed to support Mr. Trump, often tersely confirming in emailed quotations that they intend to back the party's chosen nominee. Many members of the House of Representatives have done the same.

Some have declined to mention Mr. Trump by name.

Most Republican campaign contributors face less immediate pressure to count themselves as with or against Mr. Trump, but strategists expect Mr. Trump to face considerable skepticism with donors, whom he castigated as influence-buying plutocrats during the Republican primary campaign.

John McKager Stipanovich, a longtime Florida lobbyist and fund-raiser close to former Gov. Jeb Bush of Florida, said Mr. Trump would face stiff resistance among the people the party has typically relied for financial support.

Mr. Stipanovich predicted that the stances taken by Mr. Ryan and the Bush family would hurt Mr. Trump with traditional party donors.

""Obviously, Trump has spent an awful lot of time in the last year disparaging people like that,"" said Mr. Stipanovich, who has vowed to oppose Mr. Trump. ""It will be some indication of how craven they are to see how quickly they crawl to him on their knees, or to the party to help him. I don't know that they will do that.""",high,test
68,"Aleppo truce largely threatened with intensified shelling

The jihadi groups have breached the recently declared truce in Syria's northern province of Aleppo with intensified shelling and a wide-scale offensive on Thursday.

The rebels in eastern Aleppo violated the truce just eight minutes after it went into effect at 1:00 a.m. Thursday (2300GMT Wednesday) with two mortars slamming west of Aleppo.

Later in the day, state news agency SANA said the rebels breached the truce with 20 mortar shells hitting government-controlled districts, killing at least three civilians.

The al-Qaida-linked Nusra Front and like-minded groups later unleashed a wide-scale offensive against a government-controlled town south of Aleppo, a military source told Xinhua.

The Nusra offensive started with assorted weaponry and artillery against the town of Khan Tuman in the southern countryside of Aleppo, the source told Xinhua on condition of anonymity.

The Syrian army responded to the attack, destroying a number of tanks, he said, adding that the attack was preceded with heavy artillery shelling followed by the rebels' attempt to advance toward the town from the area of al-Khalidiyeh.

Clashes erupted and various weapons were used, including the heavy ones, he added.

The Nusra Front has announced on its Twitter account the commencement of the battle to ""liberate"" the town and nearby areas with the help of the rebel groups such as Failaq al-Rahman, Ahrar al-Sham, and Nour Addien al-Zunki.

Meanwhile, the source said the Syrian army fired a rocket at an explosive-laden armored vehicle, which was approaching Khan Tuman, adding that another SUV outfitted with heavy machine gun was also destroyed along with its occupants.

It also said that Syrian warplanes carried out several raids on the approaching rebels and their reinforcements near the town.

The military source told Xinhua that the Syrian army succeeded in repelling the attack.

But later in the evening, the rebels renewed their heavy shelling on government-controlled areas west of Aleppo, according to pan-Arab al-Mayadeen TV.

Meanwhile, the Foreign Ministry in Syria has condemned the rebels' breach of the U.S.-Russian-backed truce in Aleppo, saying the ""armed terrorist groups breached a truce in Aleppo that culminated tough efforts to which the Syrian Arab Army has fully committed since Thursday morning as agreed.""

The ministry said that a few hours after the truce took effect, ""the armed terrorist groups shelled the safe residential neighborhoods in Aleppo city,"" adding that ""the crime of violating the truce in Aleppo reveals the real face of the terrorist armed groups.""

""These terrorist groups which are backed by Turkey, Saudi Arabia, Qatar and other countries have no other aim but to kill Syrians and destroy their country, yet some insist on calling them 'moderate opposition',"" the ministry said.

The ministry stressed that the terrorist attacks will not prevent Syria from fighting terrorism and working towards a political solution to the crisis through Syrian-Syrian dialogue which will lead to the elimination of terrorism and restoring security and stability.

A day earlier, the Syrian army announced its commitment to observe a 48-hour truce, or a regime of silence, in Aleppo. It came as the city has witnessed intense violence over the past 10 days, during which more than 120 people were killed and hundreds of others wounded.

The truce in Aleppo came to bring a lull to the troubled city that has witnessed the most violent shelling from rebels on government-controlled areas. Opposition activists also accused government troops of conducting airstrikes on rebel-held areas in the eastern part of the city.

The ""regime of silence"" has previously been announced to include areas in the countryside of the capital Damascus and the northwestern province of Latakia.",high,test
